case_id,requested_amount,submission_channel,product_type,product_complexity_index,completeness_flag,exception_flag,rework_indicator,stage1_processing_time,sla_breach_flag,risk_flag,customer_segment,recent_exception_rate,resource_workload,era,month_index,approval_verification_outcome,final_transaction_outcome
Application_1000296,5708.62,web,SME,4,1,0,1,55.12,1,0,mass-affluent,0.018,10,0,5,validated,O_Refused
Application_1000702,9636.55,partner,consumer,2,0,0,0,50.62,1,1,mass-affluent,0.201,7,0,4,returned-for-rework,A_Cancelled
Application_1000252,3050.42,branch,consumer,2,1,0,0,59.02,1,0,mass-market,0.107,9,1,14,validated,O_Accepted
Application_1000727,6506.72,web,mortgage,3,1,0,0,17.33,0,1,mass-affluent,0.196,9,0,4,validated,A_Cancelled
Application_1000462,8513.18,branch,consumer,1,1,0,1,25.74,0,0,mass-affluent,0.121,3,1,19,validated,O_Accepted
Application_1000456,27840.1,branch,consumer,1,1,0,0,28.52,0,0,affluent,0.203,1,1,14,validated,O_Accepted
Application_1000997,27773.55,branch,mortgage,3,1,0,0,31.97,0,1,affluent,0.051,15,1,10,validated,A_Cancelled
Application_1000816,26798.46,web,consumer,3,1,0,4,30.25,0,1,affluent,0.26,11,1,9,validated,A_Cancelled
Application_1000863,46101.28,web,SME,4,0,1,0,37.23,1,1,affluent,0.37,10,1,15,returned-for-rework,A_Denied
Application_1000270,10795.29,partner,consumer,1,1,0,2,24.83,0,0,mass-affluent,0.046,12,0,1,validated,O_Accepted
Application_1000202,29677.56,partner,mortgage,3,1,1,0,40.48,1,0,affluent,0.135,9,1,9,escalated,A_Pending
Application_1000162,14404.18,partner,mortgage,5,1,0,0,31.38,0,0,mass-affluent,0.142,13,1,12,validated,O_Accepted
Application_1000556,19703.45,branch,consumer,3,1,0,1,38.39,1,1,mass-affluent,0.097,17,1,15,validated,A_Denied
Application_1000730,3371.71,branch,consumer,1,0,1,0,43.93,1,1,mass-market,0.083,3,1,10,returned-for-rework,O_Cancelled
Application_1000402,75000.0,branch,consumer,1,0,1,0,31.93,0,0,high-net-worth,0.177,7,0,4,returned-for-rework,O_Accepted
Application_1000703,32926.78,web,mortgage,3,1,0,0,21.27,0,1,affluent,0.276,15,1,14,validated,A_Cancelled
Application_1000477,22761.04,branch,consumer,3,1,0,0,19.9,0,0,affluent,0.092,9,1,18,validated,A_Pending
Application_1000822,36380.68,web,SME,2,1,0,0,9.96,0,1,affluent,0.219,6,1,11,validated,O_Refused
Application_1000772,8830.07,branch,consumer,1,1,0,1,52.4,1,1,mass-affluent,0.151,16,1,13,validated,A_Cancelled
Application_1000106,16380.75,web,SME,3,1,0,0,7.61,0,0,mass-affluent,0.129,3,1,16,validated,O_Accepted
Application_1000566,15197.75,web,SME,4,1,0,0,17.58,0,1,mass-affluent,0.226,12,0,4,validated,O_Refused
Application_1000390,55340.54,branch,SME,2,1,0,0,20.29,0,0,high-net-worth,0.208,12,1,12,validated,O_Accepted
Application_1000002,12900.89,partner,mortgage,5,1,0,0,42.83,1,0,mass-affluent,0.078,11,0,3,validated,O_Accepted
Application_1000938,6829.17,partner,mortgage,4,0,1,0,60.67,1,1,mass-affluent,0.114,9,1,15,returned-for-rework,A_Cancelled
Application_1000983,20476.07,web,consumer,3,1,0,0,15.84,0,1,affluent,0.241,10,1,19,validated,O_Cancelled
Application_1000562,3640.33,branch,consumer,1,1,0,0,26.92,0,1,mass-market,0.233,7,0,3,validated,A_Denied
Application_1000081,7835.14,web,consumer,2,0,0,0,36.44,1,0,mass-affluent,0.073,12,0,6,returned-for-rework,O_Accepted
Application_1000206,4722.64,web,consumer,3,1,0,0,17.5,0,0,mass-market,0.204,11,0,3,validated,A_Pending
Application_1000035,17054.05,web,consumer,1,1,0,1,19.25,0,0,mass-affluent,0.194,4,1,8,validated,O_Accepted
Application_1000776,17910.71,web,consumer,1,1,0,0,16.76,0,1,mass-affluent,0.267,8,1,12,validated,A_Cancelled
Application_1000509,10666.32,partner,consumer,1,1,0,0,26.19,0,1,mass-affluent,0.144,10,1,19,validated,A_Cancelled
Application_1000428,17522.61,branch,mortgage,3,1,1,1,24.73,0,0,mass-affluent,0.125,14,0,6,escalated,O_Accepted
Application_1000455,5925.87,branch,mortgage,3,1,0,0,26.24,0,0,mass-affluent,0.088,12,1,9,validated,O_Accepted
Application_1000367,14010.73,branch,mortgage,5,1,1,0,27.41,0,0,mass-affluent,0.109,10,1,14,escalated,O_Accepted
Application_1000092,12104.21,branch,consumer,3,1,1,1,27.38,0,0,mass-affluent,0.129,12,1,13,escalated,O_Accepted
Application_1000340,12871.75,web,consumer,1,1,0,0,20.47,0,0,mass-affluent,0.14,12,1,15,validated,O_Accepted
Application_1000898,3989.94,branch,consumer,3,0,1,0,32.22,0,1,mass-market,0.232,5,1,15,returned-for-rework,A_Cancelled
Application_1000565,15401.95,partner,consumer,1,1,0,2,19.72,0,1,mass-affluent,0.117,11,1,7,validated,A_Cancelled
Application_1000346,7910.27,web,consumer,1,1,0,0,24.58,0,0,mass-affluent,0.166,6,0,2,validated,O_Accepted
Application_1000777,75000.0,branch,consumer,2,0,0,0,32.36,0,1,high-net-worth,0.084,15,0,6,returned-for-rework,A_Denied
Application_1000242,46337.36,web,consumer,3,1,0,0,14.65,0,0,affluent,0.106,11,1,17,validated,O_Accepted
Application_1000014,12295.06,partner,consumer,2,1,0,1,23.02,0,0,mass-affluent,0.056,8,1,11,validated,O_Accepted
Application_1000316,22311.28,web,SME,2,1,1,0,29.6,0,0,affluent,0.188,14,1,15,escalated,O_Accepted
Application_1000601,6446.0,partner,consumer,2,0,0,2,34.04,0,1,mass-affluent,0.121,10,1,10,returned-for-rework,A_Cancelled
Application_1000388,11467.09,partner,consumer,2,1,0,0,11.23,0,0,mass-affluent,0.132,10,1,18,validated,O_Accepted
Application_1000274,18834.11,branch,consumer,3,1,1,0,36.05,1,0,mass-affluent,0.213,9,1,11,escalated,A_Pending
Application_1000167,15742.22,branch,consumer,3,1,0,0,18.47,0,0,mass-affluent,0.16,11,1,19,validated,O_Accepted
Application_1000841,75000.0,web,mortgage,5,1,0,0,29.34,0,1,high-net-worth,0.298,17,1,16,validated,A_Denied
Application_1000993,7535.91,web,mortgage,5,1,0,2,72.04,1,1,mass-affluent,0.147,15,1,16,validated,A_Cancelled
Application_1000647,7693.64,web,consumer,2,1,0,1,27.63,0,1,mass-affluent,0.192,9,1,8,validated,O_Refused
Application_1000819,11757.87,web,SME,2,1,0,0,14.14,0,1,mass-affluent,0.063,12,0,5,validated,O_Refused
Application_1000485,9203.47,web,mortgage,5,1,0,0,15.71,0,0,mass-affluent,0.163,11,1,16,validated,O_Accepted
Application_1000981,6734.5,branch,mortgage,5,1,1,0,27.97,0,1,mass-affluent,0.311,17,1,10,escalated,A_Denied
Application_1000505,12098.02,branch,SME,3,1,0,1,30.95,0,1,mass-affluent,0.219,5,0,3,validated,A_Denied
Application_1000832,5730.89,partner,consumer,3,0,0,1,30.23,0,1,mass-affluent,0.15,3,1,12,returned-for-rework,A_Cancelled
Application_1000244,23011.87,partner,SME,3,1,0,0,21.98,0,0,affluent,0.194,5,1,14,validated,A_Pending
Application_1000567,3923.93,web,SME,2,0,0,1,26.97,0,1,mass-market,0.199,1,0,4,returned-for-rework,O_Refused
Application_1000876,12309.81,web,consumer,3,1,0,0,20.2,0,1,mass-affluent,0.14,12,1,11,validated,A_Cancelled
Application_1000563,5219.06,web,consumer,3,0,1,0,30.81,0,1,mass-affluent,0.196,12,1,10,returned-for-rework,A_Cancelled
Application_1000687,5989.98,branch,SME,4,0,1,0,48.44,1,1,mass-affluent,0.188,17,0,6,returned-for-rework,A_Denied
Application_1000190,13028.87,web,consumer,3,1,0,1,24.4,0,0,mass-affluent,0.176,10,1,13,validated,O_Accepted
Application_1000783,9867.31,web,consumer,3,1,0,1,21.9,0,1,mass-affluent,0.222,10,0,1,validated,O_Accepted
Application_1000700,4157.16,branch,consumer,2,0,0,1,76.61,1,1,mass-market,0.199,21,1,14,returned-for-rework,O_Cancelled
Application_1000476,11670.13,web,consumer,3,1,0,0,42.83,1,0,mass-affluent,0.138,7,1,18,validated,O_Accepted
Application_1000682,34404.51,web,consumer,1,0,0,1,24.28,0,1,affluent,0.101,6,0,3,returned-for-rework,A_Denied
Application_1000511,12478.32,web,SME,2,1,1,1,20.96,0,1,mass-affluent,0.266,11,1,12,escalated,O_Accepted
Application_1000059,18211.02,web,consumer,2,1,1,0,30.66,0,0,mass-affluent,0.198,17,1,12,escalated,O_Accepted
Application_1000475,11847.59,branch,SME,3,1,0,1,26.85,0,0,mass-affluent,0.043,14,0,5,validated,O_Accepted
Application_1000561,10346.79,partner,consumer,2,1,0,0,41.31,1,1,mass-affluent,0.097,10,1,7,validated,A_Cancelled
Application_1000857,2951.81,branch,consumer,1,0,1,1,37.61,1,1,mass-market,0.07,10,0,1,returned-for-rework,A_Denied
Application_1000748,15664.71,web,consumer,2,1,0,0,12.05,0,1,mass-affluent,0.208,4,1,15,validated,O_Cancelled
Application_1000253,11475.84,web,consumer,2,1,1,0,23.35,0,0,mass-affluent,0.048,14,0,3,escalated,O_Accepted
Application_1000022,18363.02,partner,SME,2,1,0,0,23.9,0,0,mass-affluent,0.146,14,0,5,validated,O_Accepted
Application_1000314,3884.57,branch,consumer,2,1,0,0,30.19,0,0,mass-market,0.134,19,1,17,validated,A_Pending
Application_1000460,15639.92,web,mortgage,5,1,0,0,26.66,0,0,mass-affluent,0.143,4,0,2,validated,O_Accepted
Application_1000161,10984.34,branch,mortgage,5,1,1,0,24.45,0,0,mass-affluent,0.145,16,1,14,escalated,O_Accepted
Application_1000277,4215.64,branch,consumer,3,1,0,0,25.26,0,0,mass-market,0.047,19,1,14,validated,O_Accepted
Application_1000956,12184.78,branch,consumer,1,0,0,1,40.78,1,1,mass-affluent,0.342,14,1,7,returned-for-rework,O_Cancelled
Application_1000192,17174.09,web,consumer,1,1,1,0,14.1,0,0,mass-affluent,0.159,14,1,12,escalated,O_Refused
Application_1000386,7786.81,web,SME,3,1,0,0,20.09,0,0,mass-affluent,0.127,15,1,19,validated,O_Accepted
Application_1000806,8062.32,branch,consumer,1,0,1,0,32.15,0,1,mass-affluent,0.319,11,1,15,returned-for-rework,A_Denied
Application_1000414,30423.78,partner,consumer,2,1,0,0,18.72,0,0,affluent,0.167,11,0,6,validated,O_Accepted
Application_1000492,45737.68,web,mortgage,4,0,0,0,33.77,0,0,affluent,0.104,13,1,19,returned-for-rework,O_Accepted
Application_1000344,8529.52,partner,consumer,3,1,0,0,24.66,0,0,mass-affluent,0.127,10,0,5,validated,O_Accepted
Application_1000770,7098.71,partner,mortgage,4,0,1,1,35.28,0,1,mass-affluent,0.186,15,0,5,returned-for-rework,A_Denied
Application_1000309,9670.65,partner,consumer,3,1,0,0,15.32,0,0,mass-affluent,0.168,7,0,3,validated,O_Accepted
Application_1000662,13702.61,branch,consumer,2,1,0,0,16.05,0,1,mass-affluent,0.0,14,0,2,validated,O_Cancelled
Application_1000131,11911.18,branch,mortgage,3,1,1,0,34.13,0,0,mass-affluent,0.244,10,0,3,escalated,A_Pending
Application_1000664,30230.21,partner,consumer,1,1,0,1,15.59,0,1,affluent,0.156,8,1,17,validated,A_Denied
Application_1000872,21906.02,partner,consumer,2,1,0,0,12.16,0,1,affluent,0.101,2,1,16,validated,A_Denied
Application_1000100,6797.12,branch,mortgage,4,1,0,2,22.17,0,0,mass-affluent,0.002,8,1,11,validated,O_Accepted
Application_1000373,21298.7,branch,consumer,1,1,0,0,21.11,0,0,affluent,0.098,7,0,2,validated,O_Accepted
Application_1000088,13949.42,web,mortgage,3,1,0,0,17.17,0,0,mass-affluent,0.089,8,1,13,validated,O_Accepted
Application_1000459,9537.55,web,consumer,1,1,0,0,7.86,0,0,mass-affluent,0.172,9,1,11,validated,O_Accepted
Application_1000331,13772.31,branch,consumer,1,1,0,0,24.79,0,0,mass-affluent,0.15,18,1,7,validated,O_Accepted
Application_1000215,24636.75,branch,consumer,1,1,0,0,23.05,0,0,affluent,0.164,8,1,19,validated,O_Accepted
Application_1000467,47497.09,web,consumer,3,1,1,0,10.39,0,0,affluent,0.066,5,0,4,escalated,O_Accepted
Application_1000122,5061.87,branch,mortgage,4,1,0,0,15.53,0,0,mass-affluent,0.0,3,1,15,validated,O_Accepted
Application_1000615,1758.3,partner,consumer,1,0,1,0,46.74,1,1,mass-market,0.241,12,1,19,returned-for-rework,A_Denied
Application_1000021,12480.21,branch,consumer,2,1,1,1,31.44,0,0,mass-affluent,0.151,10,1,14,escalated,O_Accepted
Application_1000701,13453.15,web,mortgage,5,1,0,0,17.21,0,1,mass-affluent,0.25,10,1,15,validated,O_Accepted
Application_1000072,17848.14,web,consumer,2,0,0,0,30.86,0,0,mass-affluent,0.096,10,1,8,returned-for-rework,O_Refused
Application_1000107,37578.06,partner,consumer,1,1,0,0,11.62,0,0,affluent,0.065,14,1,9,validated,O_Accepted
Application_1000271,4544.86,branch,mortgage,5,1,0,0,21.3,0,0,mass-market,0.075,3,1,14,validated,O_Accepted
Application_1000861,7670.68,branch,consumer,3,1,0,0,33.11,0,1,mass-affluent,0.13,7,0,5,validated,O_Accepted
Application_1000436,34882.73,branch,consumer,2,1,0,1,71.79,1,0,affluent,0.107,17,0,5,validated,O_Accepted
Application_1000103,75000.0,web,consumer,2,1,1,1,28.87,0,0,high-net-worth,0.146,13,1,12,escalated,O_Refused
